,Date,Open,High,Low,Close,Volume,Adjustment_factor,50_day_MA,100_day_MA,Log_return,Volatility,Risk-free Rate
133,2016-03-09,512.56,518.612,492.5,10.1326,3399064.0,50.0,9.5021,10.729882,-0.035026657868986816,0.33378046893876195,0.019
134,2016-03-10,509.9,514.0,498.93,10.0736,1309130.0,50.0,9.506164,10.685856,-0.005839808343455414,0.3341724456906356,0.019299999999999998
135,2016-03-11,507.37,514.89,504.25,10.157,1314161.0,50.0,9.513328,10.642886,0.008244982596526406,0.3242766279337457,0.019799999999999998
136,2016-03-14,508.87,521.51,508.01,10.3146,1149882.0,50.0,9.525304,10.602304000000002,0.015397244336001705,0.2984891664697857,0.0197
137,2016-03-15,510.99,511.5,499.415,10.06,1213700.0,50.0,9.534564,10.561777999999999,-0.024993202621772594,0.3030673290126258,0.0197
138,2016-03-16,479.86,506.0,473.11,10.007000000000001,3119649.0,50.0,9.55518,10.528714,-0.005282316563273983,0.26224837616422614,0.0194
139,2016-03-17,494.03,497.42,470.8,9.431799999999999,2279943.0,50.0,9.564204,10.492908000000002,-0.05919788950858359,0.3319566521738237,0.0191
140,2016-03-18,469.98,473.415,454.5,9.1074,2878186.0,50.0,9.575684,10.454038,-0.03499968872100416,0.34908784316246844,0.018799999999999997
141,2016-03-21,455.2,463.418,452.78,9.249600000000001,1347678.0,50.0,9.594276,10.414596000000001,0.0154930374673433,0.33611004586626164,0.0192
142,2016-03-22,462.03,474.12,458.4,9.4352,1026167.0,50.0,9.617664,10.377638,0.019867068918028044,0.3486030967980312,0.0194
143,2016-03-23,472.96,481.63,471.0,9.4892,797641.0,50.0,9.643008,10.341552,0.0057069335419698605,0.3464417027984346,0.018799999999999997
144,2016-03-24,471.44,472.35,462.45,9.4274,1018203.0,50.0,9.669852,10.306186,-0.006533966977932036,0.34231165005827213,0.0191
145,2016-03-28,474.0,480.6199,472.49,9.5062,738793.0,50.0,9.688664,10.273202000000001,0.008323874485925791,0.3445053029916311,0.0189
146,2016-03-29,466.45,468.118,453.87,9.200000000000001,1541232.0,50.0,9.690944,10.240402,-0.03274073325907147,0.357982732815214,0.0181
147,2016-03-30,462.0,471.0,454.24,9.323,1068328.0,50.0,9.687028,10.209000000000001,0.013280981259561958,0.3632373261853665,0.0183
148,2016-03-31,468.95,473.75,462.51,9.419400000000001,802235.0,50.0,9.687628,10.180198,0.010286926977633353,0.3441814623548741,0.0178
149,2016-04-01,459.3,467.9,455.75,9.2962,988325.0,50.0,9.687352,10.149714,-0.013165677784122429,0.3450533875211675,0.0179
150,2016-04-04,466.49,473.17,463.01,9.3,676212.0,50.0,9.688872000000002,10.120234,0.0004086856511427853,0.34145541247176936,0.0178
151,2016-04-05,461.25,470.19,460.23,9.2684,629763.0,50.0,9.693936,10.09106,-0.0034036352627537392,0.33692900495616973,0.0173
152,2016-04-06,462.09,466.153,454.8,9.105,988498.0,50.0,9.699168,10.056334,-0.017787051716885233,0.3372454928399213,0.0176
153,2016-04-07,455.6,455.92,444.44,9.012,1288314.0,50.0,9.700148,10.022086,-0.010266690609573232,0.32111644938707556,0.017
154,2016-04-08,451.25,458.745,448.53,9.025,832046.0,50.0,9.703592,9.9894,0.0014414816489466407,0.32216098376794977,0.0172
155,2016-04-11,453.54,456.56,444.0,8.8842,824758.0,50.0,9.700044,9.959664,-0.015724086058353477,0.31982799558946806,0.0173
156,2016-04-12,445.52,447.003,434.0601,8.8924,1065031.0,50.0,9.696704,9.93084,0.0009225611851083329,0.31056003029024404,0.0179
157,2016-04-13,442.73,446.64,435.89,8.8932,1067318.0,50.0,9.685512000000001,9.903056,8.996041747694158e-05,0.30443590385522007,0.0177
158,2016-04-14,460.0,460.99,452.0,9.1202,1170232.0,50.0,9.677648,9.875458000000002,0.025204793907169912,0.32419978516059567,0.018000000000000002
159,2016-04-15,457.14,469.9799,457.0,9.385800000000001,1270957.0,50.0,9.680667999999999,9.847014,0.028706175143296417,0.27431726936776346,0.0176
160,2016-04-18,468.0,468.99,458.0,9.2024,926221.0,50.0,9.676356,9.831800000000001,-0.01973358921397911,0.25320385427612285,0.0178
161,2016-04-19,462.01,464.995,452.5,9.1036,648419.0,50.0,9.674372,9.810978,-0.010794379912042146,0.24975492900997984,0.0179
162,2016-04-20,457.11,462.985,454.0,9.16,483102.0,50.0,9.679572,9.787020000000002,0.006176238998417526,0.2392389561964731,0.018500000000000003
163,2016-04-21,461.0,462.795,447.59,8.9628,739792.0,50.0,9.682456,9.760482,-0.021763500517154682,0.2480049676776679,0.018799999999999997
164,2016-04-22,452.15,453.99,438.26,8.854600000000001,921649.0,50.0,9.680024000000001,9.733704,-0.012145580173467915,0.24990215259943394,0.0189
165,2016-04-25,442.7,444.95,438.0,8.862,977181.0,50.0,9.672708,9.706414,0.0008353747818813838,0.2467419970826202,0.0191
166,2016-04-26,445.0,447.27,438.7227,8.9184,1706590.0,50.0,9.658848,9.679450000000001,0.006344085528194351,0.22320947349498055,0.0194
167,2016-04-27,425.0,430.0,415.0,8.3444,3880807.0,50.0,9.62856,9.647962,-0.0665259031174978,0.31411381269377525,0.0187
168,2016-04-28,417.83,431.42,417.38,8.468,1429084.0,50.0,9.592316,9.61958,0.014703698084624489,0.3174399617002375,0.0184
169,2016-04-29,422.89,424.74,417.75,8.419400000000001,962869.0,50.0,9.554332,9.591534000000001,-0.0057557864647831344,0.31609901039335364,0.0183
170,2016-05-02,422.0,434.15,420.33,8.67,965475.0,50.0,9.5231,9.567884,0.029330223984614975,0.33848424527376253,0.018799999999999997
171,2016-05-03,433.6,447.46,433.275,8.759,1288866.0,50.0,9.48792,9.547026,0.010212952388501562,0.34197252099590836,0.0181
172,2016-05-04,437.06,438.7,432.1,8.666,674704.0,50.0,9.451216,9.524084,-0.010674419863234278,0.33876243592363336,0.0179
173,2016-05-05,433.83,438.26,430.75,8.700000000000001,609600.0,50.0,9.419272000000001,9.495998,0.003915702342820366,0.3381737674043456,0.0176
174,2016-05-06,434.0,435.329,426.03,8.6762,734530.0,50.0,9.390664000000001,9.46976,-0.0027393808638648256,0.33797410849480886,0.0179
175,2016-05-09,435.05,456.88,435.05,9.0634,1420164.0,50.0,9.369528,9.448762,0.04366068079800157,0.3701296478097167,0.0177
176,2016-05-10,456.63,456.7679,449.01,9.1118,781120.0,50.0,9.3481,9.428908000000002,0.005325951231182881,0.3704475653502219,0.0177
177,2016-05-11,455.97,459.3,450.27,9.08,1045751.0,50.0,9.325712000000001,9.406142,-0.0034960842126558586,0.3708110011889237,0.0173
178,2016-05-12,457.08,461.3,456.345,9.1402,1093377.0,50.0,9.29824,9.386566,0.00660807445152718,0.3604684321305299,0.0175
179,2016-05-13,457.01,464.9,455.12,9.167,899354.0,50.0,9.271864,9.37002,0.002927811914909461,0.3446098689640543,0.0171
180,2016-05-16,452.07,452.71,438.53,8.8912,1492962.0,50.0,9.238088,9.35453,-0.030548055436118875,0.3543334166338855,0.0175
181,2016-05-17,445.03,449.84,444.26,8.9216,736460.0,50.0,9.203044,9.344824,0.0034132791604385595,0.3530944564049102,0.0176
182,2016-05-18,444.7,450.2951,441.4,8.9722,548979.0,50.0,9.172612,9.33505,0.005655605279335411,0.3529587350990701,0.0187
183,2016-05-19,447.18,454.37,447.18,9.0128,606551.0,50.0,9.150216,9.326158,0.004514881175018801,0.34472044494216225,0.018500000000000003
184,2016-05-20,448.9,450.23,439.81,8.9984,1314137.0,50.0,9.128712,9.317438000000001,-0.001599005404213205,0.34169869746038567,0.018500000000000003
185,2016-05-23,452.62,467.0,451.07,9.1288,1056249.0,50.0,9.108148,9.310738,0.014387467384233594,0.3450838321160901,0.0184
186,2016-05-24,460.0,461.0399,453.39,9.1466,651570.0,50.0,9.084788,9.305046,0.0019479743949420405,0.3446150063059852,0.018600000000000002
187,2016-05-25,458.5,462.94,455.62,9.1608,693693.0,50.0,9.066804,9.300684,0.0015512855837177897,0.23396159232256733,0.0187
188,2016-05-26,452.5,460.77,451.51,9.0406,743960.0,50.0,9.047476,9.301328,-0.013207967233994262,0.23900459046058048,0.0183
189,2016-05-27,452.5,453.525,442.65,8.9082,1012995.0,50.0,9.037004,9.300604,-0.01475334301113034,0.2455561343599812,0.018500000000000003
190,2016-05-31,445.0,446.925,439.13,8.8392,983855.0,50.0,9.03164,9.303662000000001,-0.007775826055039949,0.22705556501298865,0.0184
191,2016-06-01,442.11,443.56,431.3101,8.6518,792199.0,50.0,9.019684000000002,9.306980000000001,-0.0214289830357292,0.23750462378446144,0.018500000000000003
192,2016-06-02,433.81,444.5441,433.099,8.8698,1019904.0,50.0,9.008376,9.31302,0.02488485637186314,0.2507044711999059,0.0181
193,2016-06-03,440.37,441.23,433.64,8.6788,874366.0,50.0,8.992168,9.317588,-0.021768977885882314,0.26322804295538543,0.0171
194,2016-06-06,436.12,446.65,435.0198,8.9054,800595.0,50.0,8.981728,9.32579,0.02577456405080025,0.27848456494795654,0.0173
195,2016-06-07,446.56,447.08,432.52,8.6678,944055.0,50.0,8.964960000000001,9.326812,-0.02704282428328911,0.24718459450875782,0.0172
196,2016-06-08,433.0,434.8718,423.0,8.584,990189.0,50.0,8.95264,9.321792,-0.009715004706193707,0.24685108736934336,0.0171
197,2016-06-09,426.12,427.2,415.15,8.315800000000001,1196603.0,50.0,8.932496,9.309762000000001,-0.031742685645887135,0.26715666860814474,0.0168
198,2016-06-10,412.56,413.87,403.13,8.1052,1562710.0,50.0,8.906212,9.29692,-0.02565148867347308,0.273987029650256,0.016399999999999998
